Time(Iteration),Random,LinUCB,LinUCB_time 0.05 0.1
1000,959,945,0.6340763568878174
2000,1928,1877,1.1149623394012451
3000,2896,2784,1.344825029373169
4000,3859,3667,1.780545711517334
5000,4822,4553,2.201709747314453
6000,5779,5414,2.5517234802246094
7000,6752,6248,2.9918465614318848
8000,7720,7097,3.307805061340332
9000,8668,7923,3.7262845039367676
10000,9628,8752,4.144904851913452
11000,10585,9583,4.688096046447754
12000,11546,10395,5.009753942489624
13000,12505,11205,5.443809509277344
14000,13458,11982,5.679729700088501
15000,14422,12771,6.137438535690308
16000,15374,13550,6.627908945083618
17000,16329,14330,7.061357736587524
18000,17282,15110,7.464375972747803
19000,18250,15887,7.917317152023315
20000,19211,16632,8.267688512802124
21000,20173,17373,8.715180158615112
22000,21136,18120,9.299576759338379
23000,22084,18859,9.541966199874878
24000,23046,19594,10.02087140083313
25000,24018,20324,10.378018856048584
26000,24984,21093,10.861374378204346
27000,25944,21855,11.320255517959595
28000,26904,22613,11.865268468856812
29000,27860,23341,12.200563192367554
30000,28825,24047,12.603602409362793
31000,29792,24788,12.98961067199707
32000,30732,25539,13.484351873397827
33000,31690,26278,13.922927856445312
34000,32650,26981,14.274165153503418
35000,33602,27696,14.620352745056152
36000,34557,28388,15.111847877502441
37000,35507,29136,15.527578592300415
38000,36473,29865,15.880157232284546
39000,37437,30565,16.250784635543823
40000,38381,31216,16.57134747505188
41000,39340,31922,16.97031855583191
42000,40300,32633,17.47324013710022
43000,41256,33347,17.91474199295044
44000,42216,34040,18.26740598678589
45000,43195,34734,18.675789833068848
46000,44152,35451,19.260985374450684
47000,45116,36161,19.571011066436768
48000,46071,36861,20.09179186820984
49000,47040,37548,20.502146005630493
50000,47989,38234,20.74254083633423
51000,48942,38895,21.240071058273315
52000,49907,39606,21.632733821868896
53000,50868,40281,21.99217176437378
54000,51828,40966,22.420045137405396
55000,52776,41650,22.772149801254272
56000,53742,42336,23.151171684265137
57000,54714,43030,23.44192123413086
58000,55664,43697,23.840240478515625
59000,56626,44380,24.22988271713257
60000,57583,45075,24.558265924453735
61000,58544,45751,24.96035933494568
62000,59495,46422,25.32943367958069
63000,60456,47076,25.985467672348022
64000,61407,47736,26.39672875404358
65000,62371,48413,26.79965591430664
66000,63333,49102,27.19640564918518
67000,64283,49805,27.709839582443237
68000,65254,50470,28.179464101791382
69000,66221,51155,28.602067232131958
70000,67190,51828,29.175657510757446
71000,68151,52456,29.70415496826172
72000,69120,53132,30.004547834396362
73000,70076,53786,30.41621708869934
74000,71016,54469,30.69287085533142
75000,71974,55116,31.16051483154297
76000,72936,55775,31.47219753265381
77000,73902,56443,31.934834003448486
78000,74867,57102,32.47578263282776
79000,75822,57774,32.87391662597656
80000,76784,58450,33.245702266693115
81000,77746,59092,33.65469670295715
82000,78702,59762,34.05925679206848
83000,79665,60428,34.434218645095825
84000,80626,61084,34.919217348098755
85000,81573,61704,35.24453377723694
86000,82530,62352,35.693591356277466
87000,83496,63002,36.12157487869263
88000,84456,63627,36.50462365150452
89000,85419,64235,37.040706396102905
90000,86381,64876,37.464208364486694
91000,87339,65531,37.82052206993103
92000,88291,66162,38.27297639846802
93000,89250,66802,38.92419934272766
94000,90213,67442,39.26508450508118
95000,91158,68080,39.69570469856262
96000,92112,68723,40.21231031417847
