Time(Iteration),Random,LinUCB,LinUCB_time 1.0 0.1
1000,963,946,0.5129435062408447
2000,1918,1903,0.8121085166931152
3000,2886,2853,1.1697425842285156
4000,3851,3793,1.6040456295013428
5000,4809,4720,1.9623351097106934
6000,5768,5651,2.3744170665740967
7000,6726,6574,2.697606325149536
8000,7687,7483,3.0455589294433594
9000,8647,8391,3.506624937057495
10000,9599,9298,3.9394032955169678
11000,10548,10214,4.580289840698242
12000,11509,11105,5.058736324310303
13000,12474,12000,5.378673315048218
14000,13426,12872,5.807439565658569
15000,14391,13742,6.26649284362793
16000,15359,14626,6.685500383377075
17000,16318,15511,7.1014182567596436
18000,17269,16379,7.614014625549316
19000,18226,17245,7.9503724575042725
20000,19189,18106,8.459486246109009
21000,20153,18959,8.915930986404419
22000,21110,19825,9.372051477432251
23000,22068,20661,9.69852352142334
24000,23024,21484,10.0913827419281
25000,23971,22332,10.433812141418457
26000,24927,23189,10.823923110961914
27000,25893,24037,11.143782138824463
28000,26849,24883,11.66989278793335
29000,27803,25708,12.022006034851074
30000,28774,26533,12.448201179504395
31000,29727,27374,12.957499980926514
32000,30680,28201,13.382881164550781
33000,31643,29025,13.820332527160645
34000,32606,29816,14.180468320846558
35000,33563,30645,14.658683061599731
36000,34528,31452,15.169528722763062
37000,35494,32284,15.449705600738525
38000,36457,33099,15.98206615447998
39000,37403,33905,16.352104902267456
40000,38369,34685,16.74551010131836
41000,39330,35485,17.121543884277344
42000,40293,36294,17.587604761123657
43000,41250,37119,17.9105806350708
44000,42211,37912,18.331969022750854
45000,43166,38705,18.649409294128418
46000,44118,39489,18.975338220596313
47000,45075,40314,19.25248908996582
48000,46035,41105,19.706446409225464
49000,47002,41906,20.064897537231445
50000,47969,42708,20.35299253463745
51000,48927,43482,20.695272207260132
52000,49888,44270,21.188212156295776
53000,50845,45056,21.795995235443115
54000,51811,45839,22.295215129852295
55000,52771,46632,22.553948640823364
56000,53732,47426,23.073862552642822
57000,54692,48196,23.31598734855652
58000,55657,48974,23.74404215812683
59000,56617,49725,24.117214918136597
60000,57576,50506,24.398378133773804
61000,58540,51261,24.846227884292603
62000,59495,52018,25.236982822418213
63000,60447,52752,25.763852834701538
64000,61404,53499,26.20321297645569
65000,62367,54256,26.56755781173706
66000,63320,55036,27.03272581100464
67000,64277,55820,27.306260347366333
68000,65239,56583,27.717730283737183
69000,66198,57355,28.12264060974121
70000,67155,58115,28.718836307525635
71000,68114,58845,29.1784086227417
72000,69081,59597,29.58506941795349
73000,70039,60343,29.935100078582764
74000,70996,61114,30.286285400390625
75000,71961,61860,30.72740149497986
76000,72926,62606,30.97207236289978
77000,73882,63346,31.396255493164062
78000,74848,64094,31.67428493499756
79000,75803,64869,32.163636922836304
80000,76762,65610,32.7235894203186
81000,77724,66338,32.95097255706787
82000,78695,67088,33.35474872589111
83000,79665,67821,33.55719447135925
84000,80628,68564,34.078465938568115
85000,81587,69299,34.58782911300659
86000,82554,70046,34.8630793094635
87000,83518,70783,35.325154542922974
88000,84485,71492,35.77992558479309
89000,85440,72220,35.99958062171936
90000,86393,72970,36.48048973083496
91000,87362,73745,36.82075309753418
92000,88328,74459,37.253154277801514
93000,89288,75199,37.67022514343262
94000,90255,75922,38.012141704559326
95000,91210,76652,38.48041534423828
96000,92160,77372,38.86441254615784
