Time(Iteration),Random,LinUCB,LinUCB_time 1.0 0.05
1000,958,943,0.2795538902282715
2000,1915,1895,0.7199783325195312
3000,2874,2847,1.101682424545288
4000,3828,3795,1.4611890316009521
5000,4786,4725,1.9834744930267334
6000,5745,5676,2.238831043243408
7000,6701,6589,2.675671339035034
8000,7655,7494,3.0639984607696533
9000,8618,8402,3.479585886001587
10000,9568,9321,3.9727327823638916
11000,10527,10234,4.221461057662964
12000,11491,11128,4.719289064407349
13000,12461,12028,5.105621814727783
14000,13423,12894,5.41903829574585
15000,14390,13767,5.974056720733643
16000,15354,14654,6.415523052215576
17000,16318,15527,6.750557899475098
18000,17284,16410,7.251198053359985
19000,18246,17271,7.536855459213257
20000,19205,18121,7.985166311264038
21000,20176,18971,8.362049579620361
22000,21131,19816,8.66261100769043
23000,22091,20660,9.140413284301758
24000,23040,21492,9.657785654067993
25000,23999,22345,10.043386220932007
26000,24959,23192,10.523882865905762
27000,25923,24042,10.905569553375244
28000,26891,24892,11.177797555923462
29000,27851,25716,11.551933526992798
30000,28811,26554,12.057327032089233
31000,29770,27392,12.406148433685303
32000,30728,28228,12.766054630279541
33000,31678,29051,13.20823621749878
34000,32635,29854,13.752024412155151
35000,33590,30674,14.093055009841919
36000,34557,31483,14.626814842224121
37000,35523,32317,14.971860647201538
38000,36482,33141,15.352564334869385
39000,37451,33958,15.72128701210022
40000,38403,34730,16.203684091567993
41000,39363,35535,16.52889084815979
42000,40318,36348,16.913464784622192
43000,41285,37175,17.27946901321411
44000,42242,37961,17.621899843215942
45000,43202,38752,18.032737493515015
46000,44152,39531,18.52183747291565
47000,45109,40340,18.842467784881592
48000,46076,41131,19.320642471313477
49000,47028,41923,19.69346857070923
50000,47992,42728,20.088950157165527
51000,48957,43499,20.451473712921143
52000,49909,44292,20.795215845108032
53000,50864,45073,21.102970123291016
54000,51823,45855,21.46099615097046
55000,52782,46645,21.894856452941895
56000,53749,47432,22.301960945129395
57000,54710,48195,22.819570064544678
58000,55674,48978,23.187230110168457
59000,56639,49747,23.68388032913208
60000,57606,50534,24.106597423553467
61000,58576,51304,24.618870735168457
62000,59532,52075,24.962241411209106
63000,60495,52817,25.403263568878174
64000,61441,53583,25.89477276802063
65000,62395,54351,26.31877374649048
66000,63343,55138,26.747849225997925
67000,64297,55920,27.25441813468933
68000,65267,56690,27.5611252784729
69000,66219,57462,28.017208337783813
70000,67182,58239,28.348578929901123
71000,68128,58969,28.762253522872925
72000,69098,59718,29.113696575164795
73000,70046,60471,29.42080068588257
74000,70997,61244,29.90134072303772
75000,71957,61990,30.159976959228516
76000,72925,62750,30.576836109161377
77000,73880,63496,31.01294779777527
78000,74851,64251,31.27389407157898
79000,75808,65025,31.704904556274414
80000,76759,65769,32.155511140823364
81000,77716,66489,32.5738742351532
82000,78675,67243,33.066152811050415
83000,79639,67970,33.48502159118652
84000,80607,68719,33.81168723106384
85000,81574,69447,34.266098737716675
86000,82542,70190,34.560529470443726
87000,83490,70922,34.9065363407135
88000,84456,71643,35.207616567611694
89000,85423,72374,35.58667349815369
90000,86378,73111,35.871240854263306
91000,87331,73878,36.344666719436646
92000,88298,74601,36.646628618240356
93000,89257,75327,37.078633069992065
94000,90215,76053,37.34081745147705
95000,91160,76781,37.693734884262085
96000,92129,77511,37.971511363983154
