Time(Iteration),Random,LinUCB,LinUCB_time 0.1 0.05
1000,964,947,0.29861879348754883
2000,1929,1882,0.7707946300506592
3000,2889,2810,1.1417021751403809
4000,3852,3691,1.5450036525726318
5000,4815,4591,1.9515695571899414
6000,5780,5462,2.2559654712677
7000,6733,6318,2.803877830505371
8000,7708,7161,3.1575889587402344
9000,8676,7990,3.5356273651123047
10000,9631,8817,3.8586137294769287
11000,10592,9656,4.19034481048584
12000,11553,10451,4.5750226974487305
13000,12514,11252,5.055495977401733
14000,13468,12035,5.473239421844482
15000,14431,12833,5.944589138031006
16000,15378,13633,6.24625039100647
17000,16345,14415,6.650860548019409
18000,17305,15204,7.044681072235107
19000,18263,15994,7.428236484527588
20000,19223,16751,7.948025465011597
21000,20174,17514,8.26121735572815
22000,21131,18265,8.578321695327759
23000,22084,19021,8.965802431106567
24000,23035,19772,9.280246496200562
25000,23990,20515,9.783004760742188
26000,24938,21274,10.074228525161743
27000,25897,22036,10.498460054397583
28000,26850,22794,10.935798645019531
29000,27803,23529,11.27506685256958
30000,28758,24276,11.76310133934021
31000,29714,25042,12.271029472351074
32000,30671,25784,12.557640790939331
33000,31635,26515,13.051692247390747
34000,32596,27231,13.406218767166138
35000,33557,27962,13.733497619628906
36000,34512,28668,14.209417819976807
37000,35482,29411,14.499232530593872
38000,36444,30145,15.022829055786133
39000,37416,30862,15.543808460235596
40000,38375,31515,16.041428089141846
41000,39336,32241,16.280242204666138
42000,40300,32962,16.815550804138184
43000,41249,33686,17.212848901748657
44000,42200,34372,17.655681133270264
45000,43158,35076,18.080860137939453
46000,44116,35784,18.363713264465332
47000,45068,36515,18.80478596687317
48000,46031,37218,19.11919593811035
49000,46994,37925,19.491647243499756
50000,47967,38622,19.836437463760376
51000,48922,39307,20.291468143463135
52000,49876,40021,20.855268001556396
53000,50847,40713,21.17097544670105
54000,51795,41410,21.692884922027588
55000,52762,42107,21.98453164100647
56000,53714,42815,22.42922806739807
57000,54674,43525,22.864826202392578
58000,55635,44180,23.314388751983643
59000,56592,44858,23.757110357284546
60000,57561,45545,24.17149066925049
61000,58515,46219,24.58267307281494
62000,59478,46899,24.85839867591858
63000,60435,47552,25.3527729511261
64000,61393,48220,25.61334800720215
65000,62352,48892,26.093117713928223
66000,63321,49587,26.408719778060913
67000,64282,50291,26.847211122512817
68000,65239,50960,27.386892795562744
69000,66187,51640,27.671140670776367
70000,67138,52318,28.123216152191162
71000,68097,52947,28.68488907814026
72000,69056,53629,29.12269425392151
73000,70009,54275,29.463658094406128
74000,70973,54944,29.990116357803345
75000,71934,55593,30.368385791778564
76000,72895,56263,30.815589666366577
77000,73854,56933,31.279783725738525
78000,74812,57600,31.49962019920349
79000,75779,58299,32.04901313781738
80000,76746,58986,32.286309242248535
81000,77711,59636,32.65707588195801
82000,78675,60308,32.90576386451721
83000,79630,60961,33.296884059906006
84000,80590,61628,33.634862422943115
85000,81542,62263,33.997594356536865
86000,82505,62912,34.49662518501282
87000,83453,63565,34.82920002937317
88000,84424,64185,35.29911684989929
89000,85375,64822,35.71876788139343
90000,86329,65462,36.02627897262573
91000,87286,66132,36.43921613693237
92000,88249,66770,36.80414366722107
93000,89218,67421,37.176238775253296
94000,90184,68063,37.69534659385681
95000,91130,68709,37.936261892318726
96000,92098,69362,38.400412797927856
