Time(Iteration),Random,LinUCB,LinUCB_time 0.5 1.0
1000,966,940,0.5404372215270996
2000,1922,1862,0.7580657005310059
3000,2874,2757,1.3360655307769775
4000,3840,3625,1.6723401546478271
5000,4797,4484,2.0441651344299316
6000,5754,5334,2.5998826026916504
7000,6719,6183,2.914422035217285
8000,7688,7033,3.3324806690216064
9000,8655,7882,3.9070885181427
10000,9616,8721,4.168781280517578
11000,10577,9554,4.622425556182861
12000,11541,10364,4.8596436977386475
13000,12509,11165,5.323223829269409
14000,13478,11941,5.582720041275024
15000,14436,12736,6.063548564910889
16000,15404,13523,6.326453924179077
17000,16365,14304,6.720055818557739
18000,17333,15088,7.047533988952637
19000,18290,15855,7.460290193557739
20000,19243,16610,7.9342427253723145
21000,20199,17380,8.29552936553955
22000,21157,18132,8.714452266693115
23000,22112,18902,9.005332946777344
24000,23072,19647,9.515461683273315
25000,24037,20397,9.929820775985718
26000,25015,21185,10.305172681808472
27000,25970,21946,10.802905082702637
28000,26928,22712,11.263911485671997
29000,27894,23465,11.566883325576782
30000,28859,24216,11.955322742462158
31000,29829,24995,12.542965412139893
32000,30792,25752,12.816049814224243
33000,31753,26496,13.34052300453186
34000,32713,27216,13.801342964172363
35000,33676,27948,14.030964851379395
36000,34639,28680,14.557562112808228
37000,35587,29416,14.86635971069336
38000,36549,30150,15.29602575302124
39000,37518,30877,15.762921333312988
40000,38468,31549,16.033913612365723
41000,39430,32277,16.494954586029053
42000,40379,33009,16.913737058639526
43000,41336,33742,17.24453639984131
44000,42296,34459,17.683808088302612
45000,43258,35168,18.195603609085083
46000,44212,35854,18.523340702056885
47000,45164,36609,18.996562242507935
48000,46124,37318,19.36354684829712
49000,47087,38026,19.80639123916626
50000,48053,38739,20.18804693222046
51000,49019,39431,20.77370285987854
52000,49973,40148,21.138957500457764
53000,50926,40844,21.496970653533936
54000,51886,41551,21.932222604751587
55000,52851,42262,22.265241622924805
56000,53810,42987,22.827407836914062
57000,54765,43699,23.409141778945923
58000,55720,44388,23.75483226776123
59000,56677,45061,24.11016821861267
60000,57639,45758,24.40751075744629
61000,58600,46447,24.813235759735107
62000,59566,47135,25.280652046203613
63000,60526,47798,25.55317997932434
64000,61468,48475,25.995456218719482
65000,62422,49153,26.331902265548706
66000,63387,49853,26.753434419631958
67000,64337,50567,27.04050874710083
68000,65294,51252,27.44472026824951
69000,66246,51948,28.018040418624878
70000,67212,52627,28.301709413528442
71000,68178,53275,28.75248885154724
72000,69139,53964,29.07721471786499
73000,70098,54622,29.470935344696045
74000,71058,55312,29.802685260772705
75000,72021,55981,30.166077375411987
76000,72978,56645,30.460413932800293
77000,73935,57334,30.800617694854736
78000,74892,58014,31.1501145362854
79000,75856,58725,31.478530406951904
80000,76817,59413,31.7556312084198
81000,77774,60065,32.11725401878357
82000,78739,60749,32.38866353034973
83000,79693,61401,32.79746341705322
84000,80651,62075,33.30379366874695
85000,81614,62723,33.63061285018921
86000,82569,63407,34.017966747283936
87000,83522,64084,34.44657111167908
88000,84491,64729,34.84782290458679
89000,85442,65378,35.22155737876892
90000,86398,66046,35.643489837646484
91000,87364,66729,36.23891830444336
92000,88317,67363,36.64495015144348
93000,89278,68026,37.0098671913147
94000,90247,68690,37.41306471824646
95000,91203,69354,37.96625852584839
96000,92154,70014,38.350836992263794
