Time(Iteration),Random,LinUCB,LinUCB_time 0.1 0.5
1000,956,933,0.36340761184692383
2000,1923,1848,0.7088432312011719
3000,2880,2755,1.066523551940918
4000,3840,3621,1.39422607421875
5000,4799,4474,1.9146206378936768
6000,5766,5324,2.2379982471466064
7000,6726,6150,2.573613405227661
8000,7690,6998,2.8773367404937744
9000,8654,7833,3.2844185829162598
10000,9616,8661,3.58419132232666
11000,10592,9484,3.99206805229187
12000,11557,10268,4.39043116569519
13000,12520,11064,4.871237754821777
14000,13478,11819,5.303297519683838
15000,14437,12603,5.630650997161865
16000,15407,13364,6.0374016761779785
17000,16366,14144,6.376490592956543
18000,17333,14913,6.897096157073975
19000,18303,15680,7.353885650634766
20000,19249,16409,7.679455757141113
21000,20216,17157,8.19587254524231
22000,21185,17903,8.529563188552856
23000,22143,18635,8.975016593933105
24000,23107,19350,9.450577735900879
25000,24069,20062,9.772995710372925
26000,25024,20808,10.1537766456604
27000,25972,21535,10.524045467376709
28000,26934,22262,11.119569301605225
29000,27902,22974,11.524551630020142
30000,28848,23698,11.871449708938599
31000,29812,24434,12.336556911468506
32000,30770,25171,12.849066495895386
33000,31735,25910,13.261839866638184
34000,32697,26613,13.784456729888916
35000,33660,27325,14.067193508148193
36000,34615,28011,14.471474885940552
37000,35561,28734,14.806436538696289
38000,36526,29453,15.218641757965088
39000,37486,30144,15.595012187957764
40000,38451,30791,15.963407039642334
41000,39407,31488,16.308391571044922
42000,40376,32209,16.718364238739014
43000,41338,32923,17.19347047805786
44000,42301,33613,17.572259664535522
45000,43266,34307,17.97652816772461
46000,44229,35008,18.446863412857056
47000,45198,35728,18.854668617248535
48000,46146,36413,19.257320880889893
49000,47103,37094,19.57166075706482
50000,48068,37775,20.076834678649902
51000,49017,38433,20.45926022529602
52000,49977,39119,20.922439336776733
53000,50936,39796,21.452043533325195
54000,51894,40485,21.838224411010742
55000,52846,41159,22.22641110420227
56000,53800,41845,22.54773497581482
57000,54759,42540,22.934442043304443
58000,55716,43216,23.31658363342285
59000,56669,43877,23.679903745651245
60000,57629,44557,24.124061346054077
61000,58583,45224,24.364996194839478
62000,59543,45895,24.794535160064697
63000,60507,46538,25.116435527801514
64000,61469,47192,25.52930998802185
65000,62429,47837,25.858927249908447
66000,63387,48518,26.213215351104736
67000,64342,49195,26.673110485076904
68000,65304,49859,26.985928297042847
69000,66264,50531,27.54499888420105
70000,67226,51207,27.95910930633545
71000,68186,51847,28.243685245513916
72000,69152,52529,28.756587743759155
73000,70118,53179,29.010968923568726
74000,71066,53847,29.49095129966736
75000,72029,54499,29.97583770751953
76000,72989,55151,30.2597873210907
77000,73942,55824,30.864649772644043
78000,74894,56490,31.140374898910522
79000,75851,57171,31.74673843383789
80000,76815,57827,32.25773644447327
81000,77774,58467,32.5654354095459
82000,78732,59131,33.01911497116089
83000,79698,59775,33.487138509750366
84000,80663,60423,33.87925720214844
85000,81623,61054,34.2380952835083
86000,82580,61690,34.68178868293762
87000,83551,62335,35.094321489334106
88000,84505,62933,35.4711217880249
89000,85465,63557,35.86361360549927
90000,86430,64199,36.2584445476532
91000,87392,64854,36.78089499473572
92000,88355,65462,37.34726142883301
93000,89317,66096,37.85866975784302
94000,90273,66734,38.085410594940186
95000,91227,67372,38.61081147193909
96000,92188,68013,38.952231884002686
